Province,Occupation,Year,_1st_quatile,_2nd_quatile,_3rd_quatile,_4th_quatile,Total
British Columbia,3011 - Nursing co-ordinators and supervisors,2024,0,0,0,0,0
British Columbia,3012 - Registered nurses and registered psychiatric nurses,2024,45,50,80,20,180
British Columbia,3111 - Specialist physicians,2024,55,135,80,10,265
British Columbia,3112 - General practitioners and family physicians,2024,15,15,20,3,45
British Columbia,3113 - Dentists,2024,3,0,0,0,3
British Columbia,3114 - Veterinarians,2024,5,5,10,3,20
British Columbia,3121 - Optometrists,2024,0,0,0,0,0
British Columbia,3122 - Chiropractors,2024,0,0,0,3,0
British Columbia,3124 - Allied primary health practitioners,2024,3,0,3,0,3
British Columbia,3125 - Other professional occupations in health diagnosing and treating,2024,0,0,3,0,3
British Columbia,3131 - Pharmacists,2024,3,3,3,0,5
British Columbia,3132 - Dietitians and nutritionists,2024,0,0,0,0,0
British Columbia,3141 - Audiologists and speech-language pathologists,2024,3,0,3,0,3
British Columbia,3142 - Physiotherapists,2024,3,3,3,0,3
British Columbia,3143 - Occupational therapists,2024,3,3,0,0,3
British Columbia,3144 - Other professional occupations in therapy and assessment,2024,3,3,3,3,10
British Columbia,3211 - Medical laboratory technologists,2024,3,3,0,0,5
British Columbia,3212 - Medical laboratory technicians and pathologists' assistants,2024,3,3,3,3,3
British Columbia,3213 - Animal health technologists and veterinary technicians,2024,5,10,3,3,20
British Columbia,"3214 - Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",2024,0,3,0,0,3
British Columbia,3215 - Medical radiation technologists,2024,5,3,3,3,10
British Columbia,3216 - Medical sonographers,2024,0,0,0,0,0
British Columbia,"3217 - Cardiology technologists and electrophysiological diagnostic technologists, n.e.c.",2024,3,0,3,0,3
British Columbia,3219 - Other medical technologists and technicians (except dental health),2024,3,0,5,3,5
British Columbia,3222 - Dental hygienists and dental therapists,2024,0,3,0,3,3
British Columbia,"3223 - Dental technologists, technicians and laboratory assistants",2024,3,3,3,3,5
British Columbia,3231 - Opticians,2024,3,0,0,0,3
British Columbia,3232 - Practitioners of natural healing,2024,0,3,3,0,3
British Columbia,3233 - Licensed practical nurses,2024,3,3,3,3,5
British Columbia,3234 - Paramedical occupations,2024,3,0,3,0,3
British Columbia,3236 - Massage therapists,2024,3,0,0,0,3
British Columbia,3237 - Other technical occupations in therapy and assessment,2024,3,3,3,3,10
British Columbia,3411 - Dental assistants,2024,0,0,0,0,0
British Columbia,"3413 - Nurse aides, orderlies and patient service associates",2024,15,10,15,5,35
Yukon,3414 - Other assisting occupations in support of health services,2024,3,0,0,3,3
Yukon,4151 - Psychologists,2024,0,3,5,0,5
Yukon,3011 - Nursing co-ordinators and supervisors,2018,Nan,Nan,Nan,Nan,Nan
Yukon,3012 - Registered nurses and registered psychiatric nurses,2018,Nan,Nan,Nan,Nan,Nan
Yukon,3111 - Specialist physicians,2018,Nan,Nan,Nan,Nan,Nan
Yukon,3112 - General practitioners and family physicians,2018,Nan,Nan,Nan,Nan,Nan
Yukon,3113 - Dentists,2018,3,0,0,0,3
Yukon,3114 - Veterinarians,2018,Nan,Nan,Nan,Nan,Nan
Yukon,3121 - Optometrists,2018,0,0,0,0,0
Yukon,3122 - Chiropractors,2018,Nan,Nan,Nan,Nan,Nan
Yukon,3124 - Allied primary health practitioners,2018,Nan,Nan,Nan,Nan,Nan
Yukon,3125 - Other professional occupations in health diagnosing and treating,2018,Nan,Nan,Nan,Nan,Nan
Yukon,3131 - Pharmacists,2018,Nan,Nan,Nan,Nan,Nan
Yukon,3132 - Dietitians and nutritionists,2018,Nan,Nan,Nan,Nan,Nan
Yukon,3141 - Audiologists and speech-language pathologists,2018,0,0,0,0,0
Yukon,3142 - Physiotherapists,2018,0,0,0,3,3
Yukon,3143 - Occupational therapists,2018,Nan,Nan,Nan,Nan,Nan
Yukon,3144 - Other professional occupations in therapy and assessment,2018,0,0,0,0,0
Yukon,3211 - Medical laboratory technologists,2018,Nan,Nan,Nan,Nan,Nan
Yukon,3212 - Medical laboratory technicians and pathologists' assistants,2018,Nan,Nan,Nan,Nan,Nan
Yukon,3213 - Animal health technologists and veterinary technicians,2018,Nan,Nan,Nan,Nan,Nan
Yukon,"3214 - Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",2018,Nan,Nan,Nan,Nan,Nan
Yukon,3215 - Medical radiation technologists,2018,Nan,Nan,Nan,Nan,Nan
Yukon,3216 - Medical sonographers,2018,Nan,Nan,Nan,Nan,Nan
Yukon,"3217 - Cardiology technologists and electrophysiological diagnostic technologists, n.e.c.",2018,Nan,Nan,Nan,Nan,Nan
Yukon,3219 - Other medical technologists and technicians (except dental health),2018,0,0,0,0,0
Yukon,3222 - Dental hygienists and dental therapists,2018,0,0,0,0,0
Yukon,"3223 - Dental technologists, technicians and laboratory assistants",2018,0,0,0,0,0
Yukon,3231 - Opticians,2018,0,0,0,0,0
Yukon,3232 - Practitioners of natural healing,2018,Nan,Nan,Nan,Nan,Nan
Yukon,3233 - Licensed practical nurses,2018,Nan,Nan,Nan,Nan,Nan
Yukon,3234 - Paramedical occupations,2018,Nan,Nan,Nan,Nan,Nan
Yukon,3236 - Massage therapists,2018,Nan,Nan,Nan,Nan,Nan
Yukon,3237 - Other technical occupations in therapy and assessment,2018,Nan,Nan,Nan,Nan,Nan
Yukon,3411 - Dental assistants,2018,0,0,0,0,0
Yukon,"3413 - Nurse aides, orderlies and patient service associates",2018,0,0,0,0,0
Yukon,3414 - Other assisting occupations in support of health services,2018,0,0,3,0,3
Yukon,4151 - Psychologists,2018,0,0,0,0,0
Yukon,3011 - Nursing co-ordinators and supervisors,2019,Nan,Nan,Nan,Nan,Nan
Yukon,3012 - Registered nurses and registered psychiatric nurses,2019,Nan,Nan,Nan,Nan,Nan
Yukon,3111 - Specialist physicians,2019,Nan,Nan,Nan,Nan,Nan
Yukon,3112 - General practitioners and family physicians,2019,Nan,Nan,Nan,Nan,Nan
Yukon,3113 - Dentists,2019,3,0,0,0,3
Yukon,3114 - Veterinarians,2019,Nan,Nan,Nan,Nan,Nan
Yukon,3121 - Optometrists,2019,0,0,0,0,0
Yukon,3122 - Chiropractors,2019,Nan,Nan,Nan,Nan,Nan
Yukon,3124 - Allied primary health practitioners,2019,Nan,Nan,Nan,Nan,Nan
Yukon,3125 - Other professional occupations in health diagnosing and treating,2019,Nan,Nan,Nan,Nan,Nan
Yukon,3131 - Pharmacists,2019,Nan,Nan,Nan,Nan,Nan
Yukon,3132 - Dietitians and nutritionists,2019,Nan,Nan,Nan,Nan,Nan
Yukon,3141 - Audiologists and speech-language pathologists,2019,0,0,0,0,0
Yukon,3142 - Physiotherapists,2019,0,0,0,0,0
Yukon,3143 - Occupational therapists,2019,Nan,Nan,Nan,Nan,Nan
Yukon,3144 - Other professional occupations in therapy and assessment,2019,0,0,0,0,0
Yukon,3211 - Medical laboratory technologists,2019,Nan,Nan,Nan,Nan,Nan
Yukon,3212 - Medical laboratory technicians and pathologists' assistants,2019,Nan,Nan,Nan,Nan,Nan
Yukon,3213 - Animal health technologists and veterinary technicians,2019,Nan,Nan,Nan,Nan,Nan
Yukon,"3214 - Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",2019,Nan,Nan,Nan,Nan,Nan
Yukon,3215 - Medical radiation technologists,2019,Nan,Nan,Nan,Nan,Nan
Yukon,3216 - Medical sonographers,2019,Nan,Nan,Nan,Nan,Nan
Yukon,"3217 - Cardiology technologists and electrophysiological diagnostic technologists, n.e.c.",2019,Nan,Nan,Nan,Nan,Nan
Yukon,3219 - Other medical technologists and technicians (except dental health),2019,0,3,0,0,3
Yukon,3222 - Dental hygienists and dental therapists,2019,0,0,0,0,0
Yukon,"3223 - Dental technologists, technicians and laboratory assistants",2019,0,0,0,0,0
Yukon,3231 - Opticians,2019,3,0,0,0,3
Yukon,3232 - Practitioners of natural healing,2019,Nan,Nan,Nan,Nan,Nan
Yukon,3233 - Licensed practical nurses,2019,Nan,Nan,Nan,Nan,Nan
Yukon,3234 - Paramedical occupations,2019,Nan,Nan,Nan,Nan,Nan
Yukon,3236 - Massage therapists,2019,Nan,Nan,Nan,Nan,Nan
Yukon,3237 - Other technical occupations in therapy and assessment,2019,Nan,Nan,Nan,Nan,Nan
Yukon,3411 - Dental assistants,2019,0,0,0,0,0
Yukon,"3413 - Nurse aides, orderlies and patient service associates",2019,0,3,0,0,3
Yukon,3414 - Other assisting occupations in support of health services,2019,0,0,0,0,0
Yukon,4151 - Psychologists,2019,0,0,0,0,0
Yukon,3011 - Nursing co-ordinators and supervisors,2020,Nan,Nan,Nan,Nan,Nan
Yukon,3012 - Registered nurses and registered psychiatric nurses,2020,Nan,Nan,Nan,Nan,Nan
Yukon,3111 - Specialist physicians,2020,Nan,Nan,Nan,Nan,Nan
Yukon,3112 - General practitioners and family physicians,2020,Nan,Nan,Nan,Nan,Nan
Yukon,3113 - Dentists,2020,0,0,0,0,0
Yukon,3114 - Veterinarians,2020,Nan,Nan,Nan,Nan,Nan
Yukon,3121 - Optometrists,2020,0,0,0,0,0
Yukon,3122 - Chiropractors,2020,Nan,Nan,Nan,Nan,Nan
Yukon,3124 - Allied primary health practitioners,2020,Nan,Nan,Nan,Nan,Nan
Yukon,3125 - Other professional occupations in health diagnosing and treating,2020,Nan,Nan,Nan,Nan,Nan
Yukon,3131 - Pharmacists,2020,Nan,Nan,Nan,Nan,Nan
Yukon,3132 - Dietitians and nutritionists,2020,Nan,Nan,Nan,Nan,Nan
Yukon,3141 - Audiologists and speech-language pathologists,2020,0,0,0,0,0
Yukon,3142 - Physiotherapists,2020,0,0,0,0,0
Yukon,3143 - Occupational therapists,2020,Nan,Nan,Nan,Nan,Nan
Yukon,3144 - Other professional occupations in therapy and assessment,2020,0,0,0,0,0
Yukon,3211 - Medical laboratory technologists,2020,Nan,Nan,Nan,Nan,Nan
Yukon,3212 - Medical laboratory technicians and pathologists' assistants,2020,Nan,Nan,Nan,Nan,Nan
Yukon,3213 - Animal health technologists and veterinary technicians,2020,Nan,Nan,Nan,Nan,Nan
Yukon,"3214 - Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",2020,Nan,Nan,Nan,Nan,Nan
Yukon,3215 - Medical radiation technologists,2020,Nan,Nan,Nan,Nan,Nan
Yukon,3216 - Medical sonographers,2020,Nan,Nan,Nan,Nan,Nan
Yukon,"3217 - Cardiology technologists and electrophysiological diagnostic technologists, n.e.c.",2020,Nan,Nan,Nan,Nan,Nan
Yukon,3219 - Other medical technologists and technicians (except dental health),2020,0,0,0,0,0
Yukon,3222 - Dental hygienists and dental therapists,2020,0,0,0,0,0
Yukon,"3223 - Dental technologists, technicians and laboratory assistants",2020,0,0,0,0,0
Yukon,3231 - Opticians,2020,3,0,0,0,3
Yukon,3232 - Practitioners of natural healing,2020,Nan,Nan,Nan,Nan,Nan
Yukon,3233 - Licensed practical nurses,2020,Nan,Nan,Nan,Nan,Nan
Yukon,3234 - Paramedical occupations,2020,Nan,Nan,Nan,Nan,Nan
Yukon,3236 - Massage therapists,2020,Nan,Nan,Nan,Nan,Nan
Yukon,3237 - Other technical occupations in therapy and assessment,2020,Nan,Nan,Nan,Nan,Nan
Yukon,3411 - Dental assistants,2020,0,0,0,0,0
Yukon,"3413 - Nurse aides, orderlies and patient service associates",2020,0,3,0,0,3
Yukon,3414 - Other assisting occupations in support of health services,2020,0,0,0,0,0
Yukon,4151 - Psychologists,2020,0,0,0,0,0
Yukon,3011 - Nursing co-ordinators and supervisors,2021,Nan,Nan,Nan,Nan,Nan
Yukon,3012 - Registered nurses and registered psychiatric nurses,2021,Nan,Nan,Nan,Nan,Nan
Yukon,3111 - Specialist physicians,2021,Nan,Nan,Nan,Nan,Nan
Yukon,3112 - General practitioners and family physicians,2021,Nan,Nan,Nan,Nan,Nan
Yukon,3113 - Dentists,2021,3,0,0,0,3
Yukon,3114 - Veterinarians,2021,Nan,Nan,Nan,Nan,Nan
Yukon,3121 - Optometrists,2021,0,0,0,0,0
Yukon,3122 - Chiropractors,2021,Nan,Nan,Nan,Nan,Nan
Yukon,3124 - Allied primary health practitioners,2021,Nan,Nan,Nan,Nan,Nan
Yukon,3125 - Other professional occupations in health diagnosing and treating,2021,Nan,Nan,Nan,Nan,Nan
Yukon,3131 - Pharmacists,2021,Nan,Nan,Nan,Nan,Nan
Yukon,3132 - Dietitians and nutritionists,2021,Nan,Nan,Nan,Nan,Nan
Yukon,3141 - Audiologists and speech-language pathologists,2021,0,3,0,0,3
Yukon,3142 - Physiotherapists,2021,0,0,0,0,0
Yukon,3143 - Occupational therapists,2021,Nan,Nan,Nan,Nan,Nan
Yukon,3144 - Other professional occupations in therapy and assessment,2021,0,0,0,0,0
Yukon,3211 - Medical laboratory technologists,2021,Nan,Nan,Nan,Nan,Nan
Yukon,3212 - Medical laboratory technicians and pathologists' assistants,2021,Nan,Nan,Nan,Nan,Nan
Yukon,3213 - Animal health technologists and veterinary technicians,2021,Nan,Nan,Nan,Nan,Nan
Yukon,"3214 - Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",2021,Nan,Nan,Nan,Nan,Nan
Yukon,3215 - Medical radiation technologists,2021,Nan,Nan,Nan,Nan,Nan
Yukon,3216 - Medical sonographers,2021,Nan,Nan,Nan,Nan,Nan
Yukon,"3217 - Cardiology technologists and electrophysiological diagnostic technologists, n.e.c.",2021,Nan,Nan,Nan,Nan,Nan
Yukon,3219 - Other medical technologists and technicians (except dental health),2021,0,0,0,0,0
Yukon,3222 - Dental hygienists and dental therapists,2021,0,3,3,0,3
Yukon,"3223 - Dental technologists, technicians and laboratory assistants",2021,0,0,0,0,0
Yukon,3231 - Opticians,2021,0,0,0,0,0
Yukon,3232 - Practitioners of natural healing,2021,Nan,Nan,Nan,Nan,Nan
Yukon,3233 - Licensed practical nurses,2021,Nan,Nan,Nan,Nan,Nan
Yukon,3234 - Paramedical occupations,2021,Nan,Nan,Nan,Nan,Nan
Yukon,3236 - Massage therapists,2021,Nan,Nan,Nan,Nan,Nan
Yukon,3237 - Other technical occupations in therapy and assessment,2021,Nan,Nan,Nan,Nan,Nan
Yukon,3411 - Dental assistants,2021,0,0,3,0,3
Yukon,"3413 - Nurse aides, orderlies and patient service associates",2021,0,0,0,0,0
Yukon,3414 - Other assisting occupations in support of health services,2021,0,0,0,0,0
Yukon,4151 - Psychologists,2021,0,0,0,0,0
Yukon,3011 - Nursing co-ordinators and supervisors,2022,Nan,Nan,Nan,Nan,Nan
Yukon,3012 - Registered nurses and registered psychiatric nurses,2022,Nan,Nan,Nan,Nan,Nan
Yukon,3111 - Specialist physicians,2022,Nan,Nan,Nan,Nan,Nan
Yukon,3112 - General practitioners and family physicians,2022,Nan,Nan,Nan,Nan,Nan
Yukon,3113 - Dentists,2022,0,0,0,0,0
Yukon,3114 - Veterinarians,2022,Nan,Nan,Nan,Nan,Nan
Yukon,3121 - Optometrists,2022,0,0,3,0,3
Yukon,3122 - Chiropractors,2022,Nan,Nan,Nan,Nan,Nan
Yukon,3124 - Allied primary health practitioners,2022,Nan,Nan,Nan,Nan,Nan
Yukon,3125 - Other professional occupations in health diagnosing and treating,2022,Nan,Nan,Nan,Nan,Nan
Yukon,3131 - Pharmacists,2022,Nan,Nan,Nan,Nan,Nan
Yukon,3132 - Dietitians and nutritionists,2022,Nan,Nan,Nan,Nan,Nan
Yukon,3141 - Audiologists and speech-language pathologists,2022,0,0,0,0,0
Yukon,3142 - Physiotherapists,2022,0,0,0,0,0
Yukon,3143 - Occupational therapists,2022,Nan,Nan,Nan,Nan,Nan
Yukon,3144 - Other professional occupations in therapy and assessment,2022,0,0,0,0,0
Yukon,3211 - Medical laboratory technologists,2022,Nan,Nan,Nan,Nan,Nan
Yukon,3212 - Medical laboratory technicians and pathologists' assistants,2022,Nan,Nan,Nan,Nan,Nan
Yukon,3213 - Animal health technologists and veterinary technicians,2022,Nan,Nan,Nan,Nan,Nan
Yukon,"3214 - Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",2022,Nan,Nan,Nan,Nan,Nan
Yukon,3215 - Medical radiation technologists,2022,Nan,Nan,Nan,Nan,Nan
Yukon,3216 - Medical sonographers,2022,Nan,Nan,Nan,Nan,Nan
Yukon,"3217 - Cardiology technologists and electrophysiological diagnostic technologists, n.e.c.",2022,Nan,Nan,Nan,Nan,Nan
Yukon,3219 - Other medical technologists and technicians (except dental health),2022,3,0,0,0,3
Yukon,3222 - Dental hygienists and dental therapists,2022,0,0,0,0,0
Yukon,"3223 - Dental technologists, technicians and laboratory assistants",2022,0,0,0,0,0
Yukon,3231 - Opticians,2022,0,0,0,0,0
Yukon,3232 - Practitioners of natural healing,2022,Nan,Nan,Nan,Nan,Nan
Yukon,3233 - Licensed practical nurses,2022,Nan,Nan,Nan,Nan,Nan
Yukon,3234 - Paramedical occupations,2022,Nan,Nan,Nan,Nan,Nan
Yukon,3236 - Massage therapists,2022,Nan,Nan,Nan,Nan,Nan
Yukon,3237 - Other technical occupations in therapy and assessment,2022,Nan,Nan,Nan,Nan,Nan
Yukon,3411 - Dental assistants,2022,0,0,3,3,3
Yukon,"3413 - Nurse aides, orderlies and patient service associates",2022,0,0,0,0,0
Yukon,3414 - Other assisting occupations in support of health services,2022,0,0,0,0,0
Yukon,4151 - Psychologists,2022,0,0,0,0,0
Yukon,3011 - Nursing co-ordinators and supervisors,2023,Nan,Nan,Nan,Nan,Nan
Yukon,3012 - Registered nurses and registered psychiatric nurses,2023,Nan,Nan,Nan,Nan,Nan
Yukon,3111 - Specialist physicians,2023,Nan,Nan,Nan,Nan,Nan
Yukon,3112 - General practitioners and family physicians,2023,Nan,Nan,Nan,Nan,Nan
Yukon,3113 - Dentists,2023,0,0,0,0,0
Yukon,3114 - Veterinarians,2023,Nan,Nan,Nan,Nan,Nan
Yukon,3121 - Optometrists,2023,0,0,0,0,0
Yukon,3122 - Chiropractors,2023,Nan,Nan,Nan,Nan,Nan
Yukon,3124 - Allied primary health practitioners,2023,Nan,Nan,Nan,Nan,Nan
Yukon,3125 - Other professional occupations in health diagnosing and treating,2023,Nan,Nan,Nan,Nan,Nan
Yukon,3131 - Pharmacists,2023,Nan,Nan,Nan,Nan,Nan
Yukon,3132 - Dietitians and nutritionists,2023,Nan,Nan,Nan,Nan,Nan
Yukon,3141 - Audiologists and speech-language pathologists,2023,0,0,0,0,0
Yukon,3142 - Physiotherapists,2023,0,0,0,0,0
Yukon,3143 - Occupational therapists,2023,Nan,Nan,Nan,Nan,Nan
Yukon,3144 - Other professional occupations in therapy and assessment,2023,o,o,o,o,o
Yukon,3211 - Medical laboratory technologists,2023,Nan,Nan,Nan,Nan,Nan
Yukon,3212 - Medical laboratory technicians and pathologists' assistants,2023,Nan,Nan,Nan,Nan,Nan
Yukon,3213 - Animal health technologists and veterinary technicians,2023,Nan,Nan,Nan,Nan,Nan
Yukon,"3214 - Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",2023,Nan,Nan,Nan,Nan,Nan
Yukon,3215 - Medical radiation technologists,2023,Nan,Nan,Nan,Nan,Nan
Yukon,3216 - Medical sonographers,2023,Nan,Nan,Nan,Nan,Nan
Yukon,"3217 - Cardiology technologists and electrophysiological diagnostic technologists, n.e.c.",2023,Nan,Nan,Nan,Nan,Nan
Yukon,3219 - Other medical technologists and technicians (except dental health),2023,3,0,0,0,3
Yukon,3222 - Dental hygienists and dental therapists,2023,0,0,0,0,0
Yukon,"3223 - Dental technologists, technicians and laboratory assistants",2023,3,0,0,0,3
Yukon,3231 - Opticians,2023,0,0,0,0,0
Yukon,3232 - Practitioners of natural healing,2023,Nan,Nan,Nan,Nan,Nan
Yukon,3233 - Licensed practical nurses,2023,Nan,Nan,Nan,Nan,Nan
Yukon,3234 - Paramedical occupations,2023,Nan,Nan,Nan,Nan,Nan
Yukon,3236 - Massage therapists,2023,Nan,Nan,Nan,Nan,Nan
Yukon,3237 - Other technical occupations in therapy and assessment,2023,Nan,Nan,Nan,Nan,Nan
Yukon,3411 - Dental assistants,2023,3,0,0,0,3
Yukon,"3413 - Nurse aides, orderlies and patient service associates",2023,0,0,0,0,0
Yukon,3414 - Other assisting occupations in support of health services,2023,0,0,0,0,0
Yukon,4151 - Psychologists,2023,0,0,0,0,0
Yukon,3011 - Nursing co-ordinators and supervisors,2024,Nan,Nan,Nan,Nan,Nan
Yukon,3012 - Registered nurses and registered psychiatric nurses,2024,Nan,Nan,Nan,Nan,Nan
Yukon,3111 - Specialist physicians,2024,Nan,Nan,Nan,Nan,Nan
Yukon,3112 - General practitioners and family physicians,2024,Nan,Nan,Nan,Nan,Nan
Yukon,3113 - Dentists,2024,0,0,0,0,0
Yukon,3114 - Veterinarians,2024,Nan,Nan,Nan,Nan,Nan
Yukon,3121 - Optometrists,2024,0,0,0,0,0
Yukon,3122 - Chiropractors,2024,Nan,Nan,Nan,Nan,Nan
Yukon,3124 - Allied primary health practitioners,2024,Nan,Nan,Nan,Nan,Nan
Yukon,3125 - Other professional occupations in health diagnosing and treating,2024,Nan,Nan,Nan,Nan,Nan
Yukon,3131 - Pharmacists,2024,Nan,Nan,Nan,Nan,Nan
Yukon,3132 - Dietitians and nutritionists,2024,Nan,Nan,Nan,Nan,Nan
Yukon,3141 - Audiologists and speech-language pathologists,2024,0,0,0,0,0
Yukon,3142 - Physiotherapists,2024,0,0,0,0,0
Yukon,3143 - Occupational therapists,2024,Nan,Nan,Nan,Nan,Nan
Yukon,3144 - Other professional occupations in therapy and assessment,2024,0,0,0,0,0
Yukon,3211 - Medical laboratory technologists,2024,Nan,Nan,Nan,Nan,Nan
Yukon,3212 - Medical laboratory technicians and pathologists' assistants,2024,Nan,Nan,Nan,Nan,Nan
Yukon,3213 - Animal health technologists and veterinary technicians,2024,Nan,Nan,Nan,Nan,Nan
Yukon,"3214 - Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",2024,Nan,Nan,Nan,Nan,Nan
Yukon,3215 - Medical radiation technologists,2024,Nan,Nan,Nan,Nan,Nan
Yukon,3216 - Medical sonographers,2024,Nan,Nan,Nan,Nan,Nan
Yukon,"3217 - Cardiology technologists and electrophysiological diagnostic technologists, n.e.c.",2024,Nan,Nan,Nan,Nan,Nan
Yukon,3219 - Other medical technologists and technicians (except dental health),2024,3,0,3,0,3
Yukon,3222 - Dental hygienists and dental therapists,2024,0,0,0,0,0
Yukon,"3223 - Dental technologists, technicians and laboratory assistants",2024,0,3,0,0,3
Yukon,3231 - Opticians,2024,0,0,0,0,0
Yukon,3232 - Practitioners of natural healing,2024,Nan,Nan,Nan,Nan,Nan
Yukon,3233 - Licensed practical nurses,2024,Nan,Nan,Nan,Nan,Nan
Yukon,3234 - Paramedical occupations,2024,Nan,Nan,Nan,Nan,Nan
Yukon,3236 - Massage therapists,2024,Nan,Nan,Nan,Nan,Nan
Yukon,3237 - Other technical occupations in therapy and assessment,2024,Nan,Nan,Nan,Nan,Nan
Yukon,3411 - Dental assistants,2024,0,0,0,0,0
Yukon,"3413 - Nurse aides, orderlies and patient service associates",2024,0,0,0,0,0
Yukon,3414 - Other assisting occupations in support of health services,2024,0,0,0,0,0
Yukon,4151 - Psychologists,2024,0,0,3,0,3
NorthWest Territories,3011 - Nursing co-ordinators and supervisors,2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3012 - Registered nurses and registered psychiatric nurses,2018,0,0,0,0,o
NorthWest Territories,3111 - Specialist physicians,2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3112 - General practitioners and family physicians,2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3113 - Dentists,2018,0,3,0,0,3
NorthWest Territories,3114 - Veterinarians,2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3121 - Optometrists,2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3122 - Chiropractors,2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3124 - Allied primary health practitioners,2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3125 - Other professional occupations in health diagnosing and treating,2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3131 - Pharmacists,2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3132 - Dietitians and nutritionists,2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3141 - Audiologists and speech-language pathologists,2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3142 - Physiotherapists,2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3143 - Occupational therapists,2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3144 - Other professional occupations in therapy and assessment,2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3211 - Medical laboratory technologists,2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3212 - Medical laboratory technicians and pathologists' assistants,2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3213 - Animal health technologists and veterinary technicians,2018,0,3,0,0,3
NorthWest Territories,"3214 - Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3215 - Medical radiation technologists,2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3216 - Medical sonographers,2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,"3217 - Cardiology technologists and electrophysiological diagnostic technologists, n.e.c.",2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3219 - Other medical technologists and technicians (except dental health),2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3222 - Dental hygienists and dental therapists,2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,"3223 - Dental technologists, technicians and laboratory assistants",2018,0,0,0,0,0
NorthWest Territories,3231 - Opticians,2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3232 - Practitioners of natural healing,2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3233 - Licensed practical nurses,2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3234 - Paramedical occupations,2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3236 - Massage therapists,2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3237 - Other technical occupations in therapy and assessment,2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3411 - Dental assistants,2018,0,0,0,0,0
NorthWest Territories,"3413 - Nurse aides, orderlies and patient service associates",2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3414 - Other assisting occupations in support of health services,2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,4151 - Psychologists,2018,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3011 - Nursing co-ordinators and supervisors,2019,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3012 - Registered nurses and registered psychiatric nurses,2019,0,0,0,0,0
NorthWest Territories,3111 - Specialist physicians,2019,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3112 - General practitioners and family physicians,2019,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3113 - Dentists,2019,0,0,3,0,3
NorthWest Territories,3114 - Veterinarians,2019,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3121 - Optometrists,2019,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3122 - Chiropractors,2019,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3124 - Allied primary health practitioners,2019,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3125 - Other professional occupations in health diagnosing and treating,2019,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3131 - Pharmacists,2019,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3132 - Dietitians and nutritionists,2019,Nan,Nan,Nan,Nan,Nan
NorthWest Territories,3141 - Audiologists and speech-language pathologists,2019,Nan,Nan,Nan,Nan,Nan
